Lng,Lat,tradeTime,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district
116.426728,40.043603,8/3/16,21,255,45326,56.26,1,1,1,1,4,2001,4,6,0.25,0,1,1,7
116.33414,39.908596,7/27/16,26,765,96726,79.09,2,1,1,1,3,2009,4,6,0.5,1,0,1,8
116.466392,39.928321,6/15/16,5,400,59163,67.61,3,1,1,1,1,1984,3,6,0.333,1,1,1,7
116.38894,39.968913,6/26/16,5,730,38564,189.3,1,0,0,0,4,2005,1,6,0.273,1,0,0,10
116.417866,40.134243,8/31/16,28,320,18577,172.26,3,2,1,2,4,1995,4,2,0.5,0,1,0,6
116.471931,40.008739,9/28/16,42,660,54546,121,3,2,1,2,4,1999,3,2,0.5,0,0,1,7
116.612765,39.905006,12/18/16,96,570,46630,122.24,3,2,1,2,4,2005,4,6,0.5,0,1,0,7
116.454043,39.903712,7/19/16,58,520,48960,106.21,3,1,1,1,4,1999,4,2,0.5,0,1,1,7
116.3367,39.897727,8/19/16,54,448,70110,63.9,1,1,1,1,3,2009,4,6,0.25,1,1,1,10
116.235366,40.216037,8/25/16,92,238,26334,90.38,2,1,1,1,4,2010,4,2,0.5,0,1,0,6
116.357513,40.0711,7/24/16,49,396,45325,87.37,2,1,1,1,1,2003,3,6,0.3,1,0,1,8
116.3498,39.918468,6/28/16,27,1079,92460,116.7,3,1,1,2,1,2001,3,2,0.2,1,1,1,10
116.5038376,39.9307251,10/12/16,40,1523.5,79999,190.44,3,2,1,2,4,2010,4,6,0.333,0,0,0,7
116.382621,39.957951,8/22/16,34,625,106656,58.6,1,0,1,1,4,2008,4,6,0.143,1,0,1,10
116.461125,39.900032,7/18/16,48,268.5,44162,60.8,2,1,1,1,1,1988,3,6,0.25,1,1,1,7
116.429768,39.898926,9/4/16,88,880,85821,102.54,2,2,1,1,3,2004,4,6,0.5,1,0,1,1
116.414421,40.053513,9/6/16,16,174,32336,53.81,1,0,1,1,3,2007,3,6,0.25,1,1,0,7
116.475341,39.880705,6/29/16,41,165,37230,44.32,1,0,1,1,4,1991,3,2,0.045,0,0,1,7
116.38343,39.967454,7/18/16,27,520,106996,48.6,1,1,1,1,4,1990,3,2,0.25,0,1,0,10
116.461949,40.003018,9/21/16,102,600,53145,112.9,2,1,1,2,1,2004,4,6,0.375,1,1,1,7
116.661657,40.18394,9/9/16,30,279,22641,123.23,3,2,1,2,4,2002,3,2,0.5,0,0,0,13
116.320453,40.039032,6/24/16,42,998,56346,177.12,4,2,1,2,4,1998,4,6,0.5,1,1,1,8
116.494021,39.900148,8/16/16,5,1765,85680,206,3,2,1,2,4,2013,4,6,1,1,0,1,7
116.330198,40.074228,7/6/16,52,382,40639,94,2,1,1,1,4,2007,4,6,0.5,1,1,1,6
116.383972,39.886658,9/28/16,72,488,78621,62.07,2,1,1,1,4,1967,4,2,0.333,0,1,1,10
116.47136,40.012307,9/19/16,34,1550,86227,179.76,3,2,1,2,4,2012,4,6,1,1,0,1,7
116.453797,39.961753,8/4/16,40,230,51225,44.9,1,1,1,1,4,1995,3,4,0.25,0,1,0,7
116.461156,39.904867,8/8/16,7,408,63158,64.6,1,1,1,1,3,2005,1,6,0.25,1,0,1,7
116.492867,39.966876,7/1/16,41,730,78310,93.22,3,2,1,2,1,2007,4,6,0.375,1,1,1,7
116.190131,39.865082,7/17/16,74,544,38856,140,3,2,1,2,4,2014,4,6,0.5,0,0,1,2
116.352299,40.062427,7/29/16,52,462,66285,69.7,2,1,1,1,4,1996,4,2,0.25,0,1,1,8
116.312131,39.970749,8/23/16,67,524,82507,63.51,2,1,1,1,4,1995,4,2,0.5,0,0,1,8
116.437968,39.959943,7/31/16,90,286,45952,62.24,2,1,1,1,4,1985,3,4,0.5,0,1,1,7
116.461647,39.99938,8/24/16,42,267,49099,54.38,2,1,1,1,4,1988,3,2,0.333,0,0,0,7
116.483264,39.902287,6/16/16,23,361,51572,70,1,1,1,1,3,2008,4,6,0.125,1,1,1,7
116.3367,39.897727,8/29/16,50,698,67767,103,2,1,1,1,1,2009,4,6,0.4,1,1,1,10
116.357513,40.0711,6/28/16,19,422,42769,98.67,2,2,1,1,1,2003,3,6,0.375,1,1,1,8
116.609957,39.91983,7/7/16,118,288,43250,66.59,1,2,1,1,3,2008,4,6,0.4,1,1,1,7
116.369971,39.856204,8/15/16,63,625,40585,154,3,2,1,2,1,2002,4,6,0.25,1,1,1,2
116.466562,39.921656,10/9/16,54,1022,64032,159.61,2,2,1,1,1,Î´Öª,4,6,0.318,1,0,1,7
116.347685,39.792197,7/13/16,20,254.5,40604,62.68,1,1,1,1,4,2014,2,6,0.5,1,0,1,4
116.425304,40.112553,9/20/16,102,444.6,31048,143.2,3,2,1,2,4,2004,3,4,0.5,0,0,0,6
116.346469,39.882483,6/20/16,42,493,56298,87.57,2,2,1,1,3,2004,3,6,0.231,1,1,0,10
116.314787,39.981606,7/20/16,31,475,82038,57.9,2,1,1,1,1,1988,4,6,0.25,1,1,1,8
116.461647,39.99938,9/10/16,231,298,54780,54.4,2,1,1,1,4,1986,3,2,0.333,0,0,0,7
116.391726,39.978788,11/20/16,230,705,109643,64.3,2,1,1,1,1,1992,4,2,0.25,1,1,1,10
116.444621,39.973858,7/26/16,61,480,51564,93.09,1,2,1,2,4,2002,4,6,0.125,1,0,1,7
116.372382,39.958962,7/14/16,28,390,62904,62,2,1,1,1,4,1994,4,2,0.5,0,0,0,8
116.46028,39.957618,7/19/16,74,199.6,55140,36.19,1,1,1,1,4,1982,3,4,0.333,0,1,0,7
116.37921,40.01336,8/15/16,41,280,60804,46.05,1,0,1,1,3,2005,4,6,0.167,1,1,1,7
116.396823,39.905474,7/23/16,18,615,95011,64.73,2,1,1,1,1,1981,3,2,0.143,1,1,1,10
116.312942,39.928393,6/28/16,22,324,73637,44,1,1,1,1,4,1995,3,2,0.333,0,1,0,8
116.35335,39.875618,9/23/16,16,910,41936,217,5,2,1,1,1,2001,3,6,0.25,1,0,0,2
116.35335,39.875618,10/1/16,18,860,42157,204,4,1,1,2,1,2001,3,6,0.25,1,0,0,2
116.220283,40.043636,7/24/16,64,316.3,48224,65.59,1,1,1,1,4,2009,4,6,0.333,1,0,0,8
116.455654,39.898084,7/6/16,55,380,60318,63,2,1,1,1,3,2009,3,6,0.25,1,1,1,1
116.355289,39.949983,7/30/16,21,980,95415,102.71,2,1,1,1,3,2005,4,6,0.4,1,1,1,8
116.48072,39.884041,6/20/16,40,216,39103,55.24,1,1,1,1,4,1997,3,2,0.25,0,1,1,7
116.689244,39.873245,6/27/16,36,468,39229,119.3,3,2,1,2,4,2005,4,6,0.5,1,1,1,11
116.529599,39.950025,7/17/16,3,1380,57500,240,4,2,2,2,4,2012,2,6,0.5,1,0,0,7
116.277918,39.899149,8/8/16,20,528,42712,123.62,3,2,1,2,3,2007,4,6,0.25,1,1,0,2
116.343992,40.078436,9/18/16,8,305,29612,103,2,2,1,1,1,2011,3,6,0.235,1,0,1,6
116.673369,40.111803,8/29/16,11,282.5,26778,105.5,3,1,1,1,4,2003,4,4,0.5,0,1,0,13
116.448876,39.901694,7/31/16,40,410,64720,63.35,1,1,1,1,1,2004,4,6,0.286,1,1,1,1
116.334045,39.757413,7/27/16,17,300,24029,124.85,3,2,1,2,4,1994,3,2,0.5,0,1,1,4
116.509448,39.874885,7/10/16,17,735,49663,148,3,2,1,2,3,2015,1,6,1,1,0,1,7
116.36465,39.980549,1/18/17,28,476.5,79790,59.72,1,1,1,1,1,2000,3,6,0.25,1,0,1,8
116.594761,39.921447,7/13/16,20,223,37435,59.57,3,1,1,1,4,1992,3,2,0.333,0,0,0,7
116.463539,39.987791,8/20/16,22,975,64145,152,3,2,1,2,3,2006,4,6,0.667,1,0,0,7
116.479847,39.936141,10/15/16,95,730,45708,159.71,3,2,1,2,1,1998,3,6,0.333,1,1,1,7
116.423761,39.872299,7/11/16,20,245,38300,63.97,2,1,1,1,1,1990,3,6,0.25,1,1,1,2
116.505098,39.918019,7/2/16,26,800,58395,137,3,2,1,2,4,2005,3,6,0.667,1,0,0,7
116.422213,39.968073,6/23/16,21,382,64148,59.55,2,1,1,1,4,1996,3,2,0.5,0,1,1,1
116.343245,39.900529,7/30/16,28,500,95768,52.21,1,1,1,1,1,2008,4,6,0.143,1,0,1,10
116.447783,39.94387,6/29/16,6,1242,87805,141.45,3,2,1,2,3,2003,4,6,0.667,1,1,0,1
116.508909,39.868786,7/31/16,55,188,33572,56,1,1,1,1,1,2007,3,6,0.3,1,0,1,7
116.368146,39.949137,7/22/16,82,620,87324,71,3,1,1,1,4,1990,3,2,0.5,0,1,1,10
116.411853,39.974368,8/23/16,24,408,66428,61.42,2,1,1,1,1,1987,3,6,0.2,1,1,1,7
116.3498,39.918468,9/18/16,112,1275,109255,116.7,3,1,1,2,1,2001,3,2,0.2,1,1,1,10
116.353424,40.090961,6/27/16,42,370,32457,114,3,1,1,1,4,2004,2,2,0.5,0,1,1,6
116.320535,39.890098,7/27/16,26,316,48781,64.78,2,1,1,1,3,1983,3,6,0.286,1,0,1,2
116.372766,39.923318,9/20/16,36,1850,133623,138.45,2,2,1,2,3,2006,4,6,0.214,1,0,1,10
116.454898,39.931723,7/13/16,53,244.5,59360,41.19,1,1,1,1,1,1988,4,6,0.2,1,1,1,7
116.384761,39.844664,7/24/16,49,210,34512,60.85,1,1,1,1,1,2002,3,6,0.2,1,1,1,2
116.38138,40.092631,7/13/16,15,309,24796,124.62,3,2,1,2,4,2007,3,2,0.5,0,0,0,6
116.49983,39.94453,8/17/16,30,820,28255,290.22,4,2,2,3,3,2005,4,6,1,1,1,0,7
116.427722,40.005913,6/26/16,10,805,52273,154,3,1,1,2,4,2010,4,6,1,1,0,1,7
116.362876,39.891899,10/9/16,51,710,72650,97.73,2,1,1,1,1,2000,3,6,0.1,0,0,1,10
116.375652,39.87292,7/28/16,31,449,53453,84,2,1,1,1,4,2002,3,2,0.333,0,1,0,2
116.459186,39.959951,6/28/16,0,306,52686,58.08,2,1,1,1,4,1982,3,2,0.333,0,1,1,7
116.594761,39.921447,6/22/16,51,235.5,32709,72,2,1,1,1,4,1997,3,4,0.333,0,1,0,7
116.224768,39.904248,7/31/16,131,198,28486,69.51,2,1,1,1,4,1995,3,2,0.5,0,1,0,9
116.421876,40.008585,8/26/16,175,268,62326,43,1,1,1,1,4,1994,4,2,0.333,0,1,1,7
116.265774,40.170928,8/10/16,11,126,30267,41.63,1,0,1,1,4,2010,4,6,0.222,1,0,0,6
116.128533,39.723864,7/4/16,14,164,20760,79,1,1,1,1,1,2011,3,6,0.25,1,0,1,5
116.42022,40.044807,7/11/16,22,565,52156,108.33,2,2,1,2,1,2008,4,6,0.444,1,1,1,7
116.431552,40.082903,2/5/17,44,545,35856,152,3,2,1,2,4,2005,2,2,0.5,0,1,0,6
116.311776,40.084907,6/20/16,10,381,32001,119.06,4,1,1,2,4,2004,4,4,0.5,0,1,0,6
116.59247,39.926531,6/21/16,37,440,48352,91,2,1,1,2,4,2003,3,6,0.5,1,1,1,7
116.34663,40.096608,6/30/16,9,540,44386,121.66,3,1,1,2,4,2006,4,6,0.5,1,0,0,6
116.318694,40.087485,6/28/16,28,200,23810,84,2,1,1,1,4,2008,4,6,0.1,0,0,0,6
116.154608,39.726495,6/20/16,14,205,22786,89.97,2,1,1,1,4,2010,1,6,0.25,1,0,0,5
116.37913,39.887761,9/18/16,27,560,69136,81,3,1,2,1,4,1998,3,6,0.5,0,0,1,10
116.330597,39.982575,7/19/16,18,440,79280,55.5,2,1,1,1,4,1990,3,2,0.333,0,1,1,8
116.203021,39.929599,9/25/16,80,360,37391,96.28,3,1,1,1,4,1998,3,2,0.5,0,0,0,9
116.508983,39.871912,2/17/17,148,1210,64706,187,3,2,1,2,3,2008,4,6,0.667,1,1,1,7
116.670101,40.118729,8/13/16,68,230,29602,77.7,2,1,1,1,3,2001,4,2,1.5,1,0,0,13
116.368316,39.892214,8/21/16,49,505,62231,81.15,2,1,1,1,1,1999,3,6,0.25,1,1,1,10
116.399018,39.978141,9/26/16,107,518,121883,42.5,1,1,1,1,4,1987,4,2,0.333,0,1,1,10
116.441139,39.988927,7/10/16,22,1050,41674,251.96,5,3,1,2,1,2001,4,6,0.3,1,1,0,7
116.458573,39.905492,8/17/16,40,532,55090,96.57,2,1,1,1,1,2002,4,6,0.25,1,1,1,7
116.308152,39.986695,7/19/16,35,445,78071,57,1,1,1,1,3,1992,3,6,0.25,1,1,1,8
116.389863,39.959641,8/18/16,38,777,103600,75,2,1,1,1,4,2000,3,2,0.333,0,0,1,10
116.511419,39.981872,6/19/16,26,473,37840,125,3,2,1,2,1,2004,4,6,0.25,1,1,0,7
116.377179,39.88737,8/15/16,82,310,70041,44.26,1,1,1,1,4,1996,3,2,0.059,0,1,1,10
116.34596,39.967364,7/31/16,79,525,66566,78.87,2,1,1,1,1,2000,4,6,0.2,1,0,0,8
116.472064,39.88768,8/17/16,44,380,41938,90.61,2,1,1,1,3,2000,4,6,1.5,1,0,1,7
116.247008,39.906426,8/1/16,2,565,55941,101,2,1,1,1,3,2008,4,6,0.4,1,1,0,9
116.603118,39.906824,7/15/16,18,355,42363,83.8,2,1,1,1,3,2010,4,6,0.5,1,0,0,7
116.501166,39.91891,8/22/16,64,619.5,53707,115.35,2,1,1,2,1,2003,4,6,0.3,1,1,0,7
116.629641,39.911449,9/7/16,45,478,36125,132.32,3,2,1,2,1,2004,3,6,0.3,1,1,1,11
116.443381,39.926366,7/17/16,6,220,37932,58,1,0,1,1,3,2008,3,6,0.19,1,1,1,7
116.510807,39.850149,6/15/16,17,171,27143,63,1,1,1,1,4,2004,3,2,0.333,0,1,0,7
116.421401,40.034126,8/8/16,21,735,51428,142.92,3,2,1,2,3,2000,4,6,0.25,1,1,1,7
116.315445,40.074203,6/25/16,9,378,40646,93,2,1,1,1,4,2014,1,6,1,1,0,0,6
116.349005,40.079347,6/15/16,42,373.5,29162,128.08,3,2,1,2,4,2003,3,2,0.5,0,1,1,6
116.471348,39.90062,9/28/16,51,333,60480,55.06,1,1,1,1,3,2006,4,6,0.286,1,0,1,7
116.511545,39.904464,6/19/16,72,344.5,37581,91.67,2,1,1,1,1,2011,4,6,0.333,1,0,1,7
116.484508,39.93403,8/18/16,37,317,44857,70.67,2,1,1,1,1,1992,2,6,0.25,1,0,1,7
116.16608,39.771077,8/7/16,17,180,20565,87.53,2,1,1,1,1,2011,4,6,0.4,1,0,0,5
116.28592,39.935122,7/21/16,37,455,62329,73,2,1,1,1,4,1998,4,4,0.5,0,0,1,8
116.330198,40.074228,8/31/16,101,470,46743,100.55,2,2,1,1,4,2007,4,6,0.667,1,1,1,6
116.445972,39.985587,8/10/16,18,2505,91091,275,4,2,1,3,4,2012,4,6,1,1,0,1,7
116.446995,39.961109,6/23/16,17,353,53332,66.19,2,1,1,1,1,1994,3,6,0.2,1,1,0,7
116.648422,40.137571,7/12/16,14,227.5,27785,81.88,2,1,1,1,4,1994,4,2,0.5,0,1,1,13
116.50147,39.901035,8/7/16,5,289,27524,105,1,1,0,0,1,2006,4,6,0.333,1,0,1,7
116.576406,39.861999,8/30/16,102,196,27227,71.99,2,1,1,1,4,2005,3,2,0.333,0,0,0,7
116.585783,39.880057,6/20/16,60,164,28276,58,1,1,1,1,4,2004,3,2,0.5,0,0,0,7
116.43164,39.904426,7/31/16,61,1000,63328,157.91,3,2,1,2,3,2006,3,6,1,1,1,1,1
116.35978,39.889627,12/30/16,51,690,64486,107,2,1,1,2,3,2000,1,6,0.5,1,0,1,10
116.485379,40.009067,8/5/16,27,368,69005,53.33,1,0,1,1,4,2004,4,6,0.2,1,0,1,7
116.389739,39.890281,7/29/16,59,962,95013,101.25,2,1,1,1,3,2004,3,6,0.5,1,1,1,10
116.117724,39.941152,8/28/16,37,260,29546,88,2,1,1,1,3,2005,1,6,0.5,1,1,0,12
116.49954,39.904937,7/3/16,45,219.5,40239,54.55,1,0,1,1,3,Î´Öª,4,6,0.154,1,1,1,7
116.424766,39.841562,8/10/16,49,680,52714,129,3,2,1,2,4,2009,1,6,0.5,1,1,0,2
116.689803,39.889508,7/31/16,29,273.9,29452,93,2,1,1,1,4,2001,3,2,0.333,0,1,0,11
116.247008,39.906426,6/30/16,17,753,55708,135.17,3,2,1,2,3,2005,4,6,0.5,1,1,1,9
116.441608,39.898639,7/24/16,42,460,68657,67,2,1,1,1,1,1989,3,2,0.25,1,1,1,1
116.475489,40.01952,6/29/16,3,215,43629,49.28,1,0,1,1,1,2005,4,6,0.217,1,0,1,7
116.426617,39.867648,10/30/16,53,280,36176,77.4,3,1,1,1,4,1985,2,2,0.333,0,0,1,2
116.461699,39.887384,9/28/16,27,548,42693,128.36,4,1,1,2,1,1998,3,6,0.333,1,1,1,7
116.326721,39.885419,9/8/16,54,490,55886,87.68,2,2,1,1,1,2006,3,6,0.25,1,1,0,2
116.296249,39.949325,9/7/16,33,939,80312,116.92,2,1,1,2,3,2003,4,6,0.333,1,1,1,8
116.345466,40.008394,9/30/16,9,484.5,55690,87,1,1,1,1,3,2010,4,6,0.222,1,0,1,8
116.477268,39.919927,6/25/16,13,585,42254,138.45,2,1,1,1,1,2006,3,6,0.375,1,1,1,7
116.257104,39.873962,7/30/16,28,548,60741,90.22,3,1,1,1,4,Î´Öª,4,6,0.5,1,1,1,2
116.399275,39.958385,6/16/16,46,956,104940,91.1,3,2,1,1,4,1997,3,2,0.333,0,1,1,10
116.236519,39.898977,8/11/16,11,192,30477,63,2,1,1,1,4,1990,4,2,0.333,0,0,0,9
116.117019,39.93386,9/24/16,56,320,35521,90.09,2,1,1,1,4,1992,3,2,0.333,0,1,0,12
116.340971,39.741186,6/18/16,3,161,28246,57,2,1,1,1,4,1985,3,2,0.333,0,1,1,4
116.402348,39.889132,7/3/16,26,379,68031,55.71,1,1,1,1,4,2002,4,6,0.25,0,1,1,10
116.434144,39.928568,6/30/16,118,575,80006,71.87,2,1,1,1,4,2003,3,6,0.25,1,1,1,1
116.397839,39.868935,6/28/16,60,270,35438,76.19,2,1,1,1,1,2000,3,6,0.333,1,1,0,2
116.27876,39.895269,7/1/16,11,272,32000,85,1,1,1,1,1,2010,4,6,0.222,1,1,0,2
116.504655,39.965482,6/25/16,28,650,44705,145.4,3,2,1,2,4,2004,3,6,0.5,1,0,1,7
116.247008,39.906426,6/20/16,9,600,52030,115.32,2,2,1,2,3,2006,4,6,0.5,1,1,1,9
116.529205,39.926332,6/29/16,36,1450,32585,445,4,2,1,4,4,2010,4,6,1,1,0,1,7
116.333303,39.974734,6/30/16,53,420,76924,54.6,2,1,1,1,4,1985,3,2,0.333,0,1,1,8
116.432755,39.953692,8/16/16,79,630,90466,69.64,3,1,1,1,4,1988,3,4,0.333,0,0,1,1
116.512916,39.966511,6/23/16,116,368,45806,80.34,2,1,1,1,1,2005,3,6,0.3,1,0,0,7
116.417974,40.001717,8/12/16,33,970,53429,181.55,3,2,1,2,1,2008,4,6,0.75,1,1,1,7
116.479695,39.993376,8/29/16,237,190,52055,36.5,1,0,1,1,3,2004,3,6,0.098,1,1,1,7
116.343245,39.900529,8/2/16,58,300,88236,34,1,1,1,1,1,2004,4,6,0.121,1,1,1,10
116.298972,39.943157,7/20/16,33,1276,77334,165,3,2,1,2,3,2004,4,6,0.667,1,1,1,8
116.661047,39.932185,8/26/16,78,261.5,37358,70,2,1,1,1,4,1995,3,2,0.25,0,0,0,11
116.438315,39.988246,8/5/16,66,311,59025,52.69,1,1,1,1,4,1996,3,2,0.5,0,1,1,7
116.245158,40.227841,7/13/16,14,175,27778,63,2,1,1,1,4,1985,4,2,0.5,0,1,1,6
116.417045,40.006843,7/31/16,25,490,47773,102.57,2,2,1,1,1,1996,3,6,0.333,1,1,1,7
116.448302,39.960966,8/29/16,103,326,28336,115.05,2,1,1,1,1,2008,4,6,0.364,1,1,0,7
116.489015,39.925221,7/2/16,55,320,45071,71,3,1,1,1,4,1988,1,2,0.5,0,1,1,7
116.615689,39.903619,6/25/16,25,325.3,36551,89,2,1,1,1,3,2012,3,6,0.5,1,0,0,7
116.419013,40.012818,7/27/16,10,905,68561,132,2,2,1,2,3,2006,1,6,1,1,0,1,7
116.353371,39.945198,7/21/16,146,600,72905,82.3,3,1,1,1,4,1992,4,2,0.5,0,1,1,10
116.377262,39.883712,8/27/16,109,662,82053,80.68,2,1,1,1,4,1999,3,2,0.5,0,1,1,10
116.452415,39.958437,8/25/16,111,395,50962,77.51,3,1,1,1,4,1984,4,5,0.333,0,1,0,7
116.319387,39.856314,7/31/16,19,532,33065,160.9,3,2,1,2,4,2003,1,2,0.5,0,0,0,2
116.417866,40.134243,6/29/16,69,146,23405,62.38,2,1,1,1,4,1998,4,2,0.333,0,0,0,6
116.478815,39.948291,6/30/16,13,220,47465,46.35,1,1,1,1,4,1993,3,2,0.25,0,1,1,7
116.399018,39.978141,9/29/16,104,600,103627,57.9,2,1,1,1,4,1986,4,2,0.5,0,1,1,10
116.223565,39.76392,7/25/16,16,366.5,30924,118.52,3,2,1,2,3,2012,4,6,0.5,1,0,1,5
116.352941,39.904679,7/22/16,27,510,86735,58.8,2,1,1,1,4,1976,3,2,0.333,0,1,0,10
116.399018,39.978141,8/9/16,65,745,93948,79.3,3,1,1,1,4,1985,3,2,0.333,0,1,1,10
116.518485,39.948841,9/12/16,32,289,74103,39,1,1,1,1,3,2007,4,6,0.167,1,0,0,7
116.333303,39.974734,6/28/16,44,430,63704,67.5,2,1,1,1,1,1990,3,6,0.286,1,1,1,8
116.329601,39.974019,9/13/16,36,483,88171,54.78,2,1,1,1,1,1988,4,6,0.222,1,1,1,8
116.450058,39.870707,12/21/16,83,978,66082,148,3,2,1,2,1,2004,4,6,0.333,1,0,1,2
116.26973,39.901123,7/15/16,24,252,40574,62.11,2,1,1,1,4,1993,3,4,0.25,0,1,0,2
116.390177,39.967981,9/29/16,90,630,110975,56.77,1,1,1,1,3,2005,4,6,0.25,1,0,0,10
116.257014,40.054948,6/17/16,15,928,62207,149.18,3,2,1,2,3,2005,4,6,0.333,1,1,1,8
116.442354,39.957293,1/8/17,193,527,77375,68.11,2,1,1,1,3,1986,4,6,0.143,1,1,1,1
116.475046,39.88209,6/25/16,72,217,40015,54.23,2,1,1,1,4,1982,4,2,0.333,0,1,1,7
116.429654,40.043021,7/26/16,41,375,40926,91.63,2,1,1,1,4,2014,2,6,0.5,1,0,0,7
116.472064,39.88768,7/31/16,62,437,39548,110.5,3,1,1,1,3,2000,3,6,1.5,1,1,1,7
116.372841,40.080111,6/26/16,60,260,35031,74.22,2,1,1,1,4,1995,4,2,0.5,0,1,1,6
116.298736,39.934527,8/16/16,107,328,75230,43.6,1,1,1,1,4,1996,4,2,0.5,0,1,1,8
116.393805,39.973724,7/28/16,38,731,100137,73,2,1,1,1,1,1992,4,6,0.286,1,0,1,10
116.503578,39.961829,7/27/16,142,292,42246,69.12,2,1,1,1,4,1994,3,2,0.5,0,1,1,7
116.176213,39.942157,8/17/16,13,268,26275,102,2,1,1,1,4,1993,3,4,0.5,0,1,0,9
116.605035,40.051164,8/10/16,5,222,24811,89.48,3,1,1,1,4,1992,3,2,0.5,0,1,0,7
116.364688,39.883334,8/29/16,51,510,64329,79.28,2,1,1,1,1,2001,3,6,0.25,1,0,0,10
116.500382,39.805889,8/8/16,30,400,29315,136.45,3,2,1,2,3,2002,4,2,0.5,0,1,1,3
116.382021,39.845714,7/9/16,75,177,38740,45.69,1,1,1,1,4,2004,4,2,0.333,0,0,1,2
116.444943,39.926894,10/26/16,40,577,80139,72,1,1,1,1,3,2010,4,6,0.4,1,0,1,7
116.443381,39.926366,7/27/16,43,208,35489,58.61,1,0,1,1,3,2008,4,6,0.174,1,0,1,7
116.431111,39.892729,8/7/16,56,320,70099,45.65,1,1,1,1,4,1992,4,2,0.25,0,1,1,1
116.337135,40.044991,7/25/16,37,685,52387,130.76,3,2,1,1,3,2005,4,2,0.5,1,1,0,8
116.308505,39.839489,8/25/16,109,402,50433,79.71,2,1,1,1,3,1998,3,6,0.5,1,1,1,2
116.463907,40.007017,6/23/16,48,616,39799,154.78,3,2,1,2,1,2004,3,6,0.375,1,1,0,7
116.492039,40.004922,7/7/16,26,1560,77915,200.22,4,2,1,2,4,2006,4,6,1,1,1,1,7
116.470039,39.984401,7/15/16,62,568.5,54092,105.1,2,2,1,2,1,2005,4,6,0.3,1,1,0,7
116.351677,39.980567,7/8/16,6,618,56465,109.45,3,1,1,1,1,1998,3,6,0.2,1,1,1,8
116.491073,39.936639,9/15/16,110,245,50371,48.64,2,1,1,1,4,1982,3,2,0.333,0,0,1,7
116.395202,39.961718,9/23/16,107,672,123077,54.6,2,1,1,1,4,1983,4,2,0.5,0,0,1,10
116.471348,39.90062,7/29/16,19,362,63902,56.65,1,0,1,1,3,2006,4,6,0.222,1,1,1,7
116.31681,39.768231,8/10/16,47,249,52979,47,2,1,1,2,1,2013,3,6,0.167,1,0,0,4
116.330357,39.692063,6/25/16,16,420,26993,155.6,3,1,1,2,4,2014,1,6,1,1,0,1,4
116.436546,39.923255,8/31/16,44,676,101884,66.35,3,1,1,1,4,Î´Öª,3,2,0.333,0,0,1,1
116.502751,39.928062,9/6/16,27,523,38313,136.51,2,1,1,1,3,2004,1,6,0.5,1,0,0,7
116.421876,40.008585,8/26/16,54,423.8,59182,71.61,1,1,1,1,4,2000,3,6,1,1,0,1,7
116.669984,40.190146,6/30/16,30,348,29492,118,3,2,1,2,4,2012,2,6,0.333,1,0,0,13
116.250886,40.225155,7/28/16,23,100,29309,34.12,1,0,1,1,3,2003,1,6,0.057,1,1,1,6
116.342117,40.089417,7/25/16,14,438,40254,108.81,3,2,1,2,4,2003,4,6,0.5,0,1,0,6
116.476213,39.897851,7/13/16,41,263,55721,47.2,1,1,1,1,1,2010,4,6,0.3,1,0,1,7
116.274641,39.888214,7/19/16,52,439,48322,90.85,2,1,1,1,1,2008,4,6,0.5,1,1,0,2
116.298736,39.934527,7/18/16,167,445,65059,68.4,3,1,1,1,4,1994,3,2,0.5,0,1,1,8
116.647356,39.896263,7/31/16,26,495,38977,127,3,2,1,2,4,2002,4,6,0.5,1,1,1,11
116.255917,39.880421,6/29/16,30,262,43371,60.41,1,1,1,1,4,2004,4,6,0.667,1,0,0,2
116.695911,39.894711,7/31/16,31,318.6,37875,84.12,2,1,1,1,4,2002,3,2,0.5,0,1,0,11
116.683576,40.124464,7/20/16,13,380,31510,120.6,3,2,1,2,4,2000,3,2,0.5,0,1,0,13
116.29861,40.024969,8/11/16,61,668,54773,121.96,3,2,1,2,4,2000,3,2,0.5,0,1,0,8
116.464359,39.935358,7/13/16,24,408,75936,53.73,2,1,1,1,4,1983,3,2,0.333,0,1,1,7
116.377703,39.885246,7/15/16,47,519,53220,97.52,3,1,1,1,4,1988,3,2,0.333,0,1,1,10
116.235366,40.216037,6/28/16,5,177.1,29275,60.49,1,0,1,1,1,2012,3,6,0.375,1,0,0,6
116.655445,40.137574,8/15/16,43,185,29615,62.47,1,1,1,1,4,1988,3,2,0.5,0,1,1,13
116.478715,39.916424,7/28/16,17,728,51632,141,3,1,1,2,1,2005,4,6,0.5,1,1,1,7
116.426148,40.007935,9/24/16,14,439,50218,87.42,2,2,1,1,1,2011,4,6,0.125,1,0,1,7
116.330198,40.074228,7/9/16,22,440,45217,97.31,2,1,1,1,4,2006,4,6,0.5,1,1,1,6
116.482231,40.009521,8/10/16,31,550,40759,134.94,3,1,1,1,1,1999,2,6,0.375,1,1,1,7
116.29844,39.839953,7/10/16,80,134.5,33965,39.6,1,0,1,1,1,1999,3,6,0.3,1,1,1,2
